Descritor,Modelo,Mean Accuracy,Mean f1-score,ACC Fold 1,ACC Fold 2,ACC Fold 3,ACC Fold 4,ACC Fold 5,F1 Fold 1,F1 Fold 2,F1 Fold 3,F1 Fold 4,F1 Fold 5
imgs_originais,RF,0.7104347826086956,0.7091394763720872,0.6304347826086957,0.7608695652173914,0.7608695652173914,0.5777777777777777,0.8222222222222222,0.6260162601626016,0.7598481252966303,0.7607565011820331,0.5769421078673924,0.8221343873517787
imgs_originais,SVM,0.7234782608695652,0.7228443854693518,0.6956521739130435,0.7608695652173914,0.7608695652173914,0.5555555555555556,0.8444444444444444,0.6950757575757576,0.7598481252966303,0.7607565011820331,0.5553359683794465,0.8432055749128919
imgs_originais,RNA,0.5391304347826087,0.4027631450590186,0.6956521739130435,0.5,0.5,0.4888888888888889,0.5111111111111111,0.6805555555555556,0.3333333333333333,0.3333333333333333,0.3283582089552239,0.3382352941176471
