Minks-MaxClusterIndex,Minks-MaxPercIndex,Minks-MaxMaxClusterIndex,Minks-AreaRatioMaxCluster,Minks-MaxMaxCluster,Minks-SkewnessMaxCluster,Minks-AreaMaxCluster,Minks-AreaRatioCluster,Minks-AreaRatioPerc,Minks-MaxCluster,Minks-MaxPerc,Minks-SkewnessCluster,Minks-SkewnessPerc,Minks-AreaPerc,Minks-AreaCluster,Minks-p,Minks-g,Minks-h,Eucl-MaxClusterIndex,Eucl-MaxPercIndex,Eucl-MaxMaxClusterIndex,Eucl-AreaRatioMaxCluster,Eucl-MaxMaxCluster,Eucl-SkewnessMaxCluster,Eucl-AreaMaxCluster,Eucl-AreaRatioCluster,Eucl-AreaRatioPerc,Eucl-MaxCluster,Eucl-MaxPerc,Eucl-SkewnessCluster,Eucl-SkewnessPerc,Eucl-AreaPerc,Eucl-AreaCluster,Eucl-p,Eucl-g,Eucl-h,Manh-MaxClusterIndex,Manh-MaxPercIndex,Manh-MaxMaxClusterIndex,Manh-AreaRatioMaxCluster,Manh-MaxMaxCluster,Manh-SkewnessMaxCluster,Manh-AreaMaxCluster,Manh-AreaRatioCluster,Manh-AreaRatioPerc,Manh-MaxCluster,Manh-MaxPerc,Manh-SkewnessCluster,Manh-SkewnessPerc,Manh-AreaPerc,Manh-AreaCluster,Manh-p,Manh-g,Manh-h
13,19,19,1.5195771254097914,0.8931152860447412,-0.44459423023183176,12.868498863107076,1.2524916262781949,1.8053775936709302,3.0802269887546854,0.9720876654064272,-1.5305478190217494,-0.8479673357787584,13.76599800800281,50.820051439801254,"[1.2220599  1.64797521 2.03044777 2.29089506 2.44185082 2.55675952
 2.64780045 2.72961354 2.83101612 2.92341888 2.98985394 3.03695
 3.06512091 3.08022699 3.06634605 3.01936849 2.94072022 2.85762789
 2.75017343 2.60571243]","[0.18545573 0.24328512 0.28547681 0.37540724 0.48030396 0.56603774
 0.65430839 0.72438979 0.77903195 0.81778643 0.84940202 0.87465
 0.89391389 0.91006352 0.92557658 0.93684896 0.94778393 0.95758828
 0.96537172 0.97208767]","[0.38407777 0.38525455 0.42686359 0.47577674 0.52327119 0.5656454
 0.60316442 0.63721838 0.66843863 0.69649543 0.72194959 0.74569232
 0.76803765 0.78911204 0.80949017 0.82801345 0.84526644 0.86226225
 0.87795011 0.89311529]",18,19,19,1.752711662258601,0.7511683313672549,-0.320025133471181,9.957098881880881,1.4759978876328035,2.9414729457149265,4.909671638339693,0.9019966918714556,-1.1566160778697752,-0.40691951166151635,10.38065782944879,74.55764249969174,"[1.21067689 1.86927686 2.58698763 3.10654578 3.42573587 3.57814169
 3.67646259 3.76294379 3.86388915 3.98877835 4.14461817 4.314625
 4.46459545 4.60672636 4.69584972 4.77986654 4.83313019 4.89044817
 4.90967164 4.90802221]","[0.06440224 0.06754132 0.07821311 0.1354381  0.21113198 0.28557761
 0.37231293 0.45404956 0.53565369 0.602797   0.65991079 0.708975
 0.74770432 0.77990941 0.80776384 0.83349609 0.85556787 0.87307605
 0.88833969 0.90199669]","[0.27510844 0.24349835 0.26805361 0.3132417  0.35651405 0.40043652
 0.44139612 0.47655002 0.50874538 0.54020628 0.56695278 0.59233384
 0.6155656  0.63642716 0.65735233 0.67780993 0.69778724 0.71679078
 0.7342988  0.75116833]",19,19,19,2.018269714261991,0.5253558058541534,-0.015265911532505914,6.3420184984451815,1.6519652697732903,8.42158444507703,8.874232041587902,0.6609168241965974,-1.004858999071545,0.3107444410143115,5.100163556034982,119.71355295521909,"[1.1861659  1.8961157  2.90880397 3.97590878 4.91606254 5.6373042
 6.15562358 6.47152367 6.63917429 6.75728085 6.86962063 7.010525
 7.20161208 7.41357768 7.65485174 7.92618815 8.17144044 8.4217689
 8.65597179 8.87423204]","[0.02438925 0.01349174 0.0081643  0.01232425 0.024893   0.04038359
 0.06594104 0.099228   0.14442926 0.19309881 0.25401921 0.317475
 0.37478319 0.42917014 0.47552875 0.51980252 0.55961219 0.59515052
 0.63001503 0.66091682]","[0.21714733 0.16015702 0.15730527 0.17015027 0.19118274 0.21698416
 0.24468713 0.27312134 0.30148356 0.32874909 0.35452861 0.37849404
 0.40009876 0.42078425 0.43960362 0.45771181 0.47520993 0.49199612
 0.50851921 0.52535581]"
